Date,Open,High,Low,Close,Volume
3/15/16,25.99,26.295,25.9625,26.145,160270800
3/16/16,26.1525,26.577499,26.147499,26.4925,153214000
3/17/16,26.379999,26.6175,26.24,26.450001,137682800
3/18/16,26.584999,26.625,26.297501,26.48,176820800
3/21/16,26.4825,26.9125,26.285,26.477501,142010800
3/22/16,26.3125,26.8225,26.3025,26.68,129777600
3/23/16,26.620001,26.7675,26.475,26.532499,102814000
3/24/16,26.3675,26.5625,26.2225,26.4175,104532000
3/28/16,26.5,26.547501,26.264999,26.297501,77645600
3/29/16,26.2225,26.9475,26.219999,26.92,124760400
3/30/16,27.1625,27.605,27.15,27.389999,182404400
3/31/16,27.43,27.475,27.219999,27.247499,103553600
4/1/16,27.195,27.5,27.049999,27.497499,103496000
4/4/16,27.605,28.047501,27.567499,27.780001,149424800
4/5/16,27.377501,27.682501,27.355,27.452499,106314800
4/6/16,27.557501,27.745001,27.299999,27.74,105616400
4/7/16,27.487499,27.605,27.030001,27.135,127207600
4/8/16,27.227501,27.442499,27.0425,27.165001,94326800
4/11/16,27.2425,27.6525,27.2075,27.254999,117630000
4/12/16,27.334999,27.625,27.165001,27.610001,108929200
4/13/16,27.700001,28.084999,27.700001,28.01,133029200
4/14/16,27.905001,28.0975,27.8325,28.025,101895600
4/15/16,28.0275,28.075001,27.432501,27.4625,187756000
4/18/16,27.2225,27.237499,26.735001,26.870001,243286000
4/19/16,26.969999,27,26.557501,26.727501,129539600
4/20/16,26.66,27.022499,26.514999,26.782499,122444000
4/21/16,26.7325,26.7325,26.379999,26.4925,126210000
4/22/16,26.252501,26.620001,26.155001,26.42,134732400
4/25/16,26.25,26.4125,26.127501,26.27,112126400
4/26/16,25.977501,26.325001,25.977501,26.0875,224064800
4/27/16,24,24.6775,23.92,24.455,458408400
4/28/16,24.4025,24.469999,23.5625,23.7075,328970800
4/29/16,23.497499,23.68,23.127501,23.434999,274126000
5/2/16,23.4925,23.52,23.1,23.41,192640400
5/3/16,23.549999,23.934999,23.42,23.795,227325200
5/4/16,23.799999,23.975,23.455,23.547501,164102000
5/5/16,23.5,23.5175,23.17,23.309999,143562000
5/6/16,23.342501,23.362499,22.9625,23.18,174799600
5/9/16,23.25,23.442499,23.147499,23.1975,131745600
5/10/16,23.3325,23.3925,23.0275,23.355,134747200
