Date,Open,Close,Volume
3/14/01,0.2148438,0.2377604,135112800
3/15/01,0.2523438,0.2494792,187598400
3/16/01,0.2455729,0.2484375,122520000
3/19/01,0.2471354,0.2627604,94389600
3/20/01,0.2596354,0.2382813,199056000
3/21/01,0.2388021,0.2559896,187735200
3/22/01,0.2583333,0.2817708,169776000
3/23/01,0.2869792,0.2791667,150967200
3/26/01,0.2791667,0.2942708,154296000
3/27/01,0.2885417,0.2835938,170215200
3/28/01,0.2757813,0.2837891,143328000
3/29/01,0.2813151,0.2880208,163296000
3/30/01,0.2859375,0.2705078,142317600
4/2/01,0.2697917,0.2591146,126516000
4/3/01,0.2552083,0.2677083,199161600
4/4/01,0.2575521,0.2401042,336247200
4/5/01,0.2559896,0.2622396,172476000
4/6/01,0.2588542,0.2611979,154766400
4/9/01,0.26625,0.2485,109716000
4/10/01,0.2544583,0.2719583,118641600
4/11/01,0.2887083,0.288375,142687200
4/12/01,0.2830417,0.2927083,144026400
4/16/01,0.2875,0.2855833,76411200
4/17/01,0.281375,0.2995833,111244800
4/18/01,0.3122083,0.3219167,230186400
4/19/01,0.32375,0.3495833,163226400
4/20/01,0.345375,0.3623333,177384000
4/23/01,0.3544583,0.3432083,123900000
4/24/01,0.34225,0.3189167,182832000
4/25/01,0.31975,0.3335833,142372800
4/26/01,0.3408333,0.3072917,148600800
4/27/01,0.3191667,0.3291667,91567200
4/30/01,0.338125,0.3470833,158328000
5/1/01,0.3483333,0.3795,186736800
5/2/01,0.389375,0.3707917,154778400
5/3/01,0.3595833,0.3691667,96050400
5/4/01,0.3583333,0.37425,95352000
5/7/01,0.3728333,0.3910417,97560000
5/8/01,0.3968333,0.36275,162014400
5/9/01,0.3512083,0.34575,131904000
5/10/01,0.35575,0.334125,99890400
5/11/01,0.3332917,0.3255833,92121600
5/14/01,0.3265417,0.328375,70243200
5/15/01,0.33125,0.3401667,124260000
5/16/01,0.332375,0.3562083,95709600
5/17/01,0.357375,0.3625,91905600
5/18/01,0.3612917,0.3595833,57583200
5/21/01,0.3587917,0.3758333,106468800
5/22/01,0.3813333,0.3870833,104997600
5/23/01,0.4022917,0.3837917,224491200
5/24/01,0.38125,0.3894583,168057600
5/25/01,0.381625,0.3820833,94795200
5/29/01,0.3799167,0.3664167,92056800
5/30/01,0.3577917,0.3595833,330890400
5/31/01,0.3624583,0.3567083,126292800
6/1/01,0.3591667,0.3764583,102247200
6/4/01,0.3767083,0.370625,62155200
6/5/01,0.3702083,0.3900833,98716800
6/6/01,0.3915417,0.39175,69897600
6/7/01,0.3882917,0.413875,114115200
6/8/01,0.412625,0.403125,71268000
6/11/01,0.4037083,0.3913333,58192800
6/12/01,0.383125,0.404375,110272800
6/13/01,0.4073333,0.3907917,93871200
6/14/01,0.38575,0.3899583,94615200
6/15/01,0.3854167,0.3960417,109454400
6/18/01,0.3950417,0.380375,85665600
6/19/01,0.3875417,0.3595833,151312800
6/20/01,0.3529583,0.3750417,175920000
6/21/01,0.3735417,0.382125,148456800
6/22/01,0.3802083,0.3804167,76118400
6/25/01,0.3846667,0.3796667,64003200
6/26/01,0.37125,0.390625,75792000
6/27/01,0.38875,0.3785417,89575200
6/28/01,0.383625,0.383,90933600
6/29/01,0.384375,0.3864583,73092000
7/2/01,0.3711667,0.3693333,104001600
7/3/01,0.3667917,0.3740417,40629600
7/5/01,0.3695833,0.3469167,102009600
7/6/01,0.3417083,0.33625,80282400
7/9/01,0.331875,0.32525,101407200
7/10/01,0.3295833,0.3279167,122174400
7/11/01,0.3266667,0.3272917,90463200
7/12/01,0.3427083,0.3444583,98155200
7/13/01,0.3419167,0.3373333,69014400
7/16/01,0.3335417,0.3102083,119169600
7/17/01,0.305,0.3275417,116990400
7/18/01,0.31975,0.3162083,84098400
7/19/01,0.3207917,0.3212917,84002400
7/20/01,0.3132917,0.3120417,74246400
7/23/01,0.3125,0.2825,154797600
7/24/01,0.2862917,0.301625,136531200
7/25/01,0.3010833,0.2987083,124588800
7/26/01,0.295875,0.3291667,171415200
7/27/01,0.3285417,0.3375,109468800
7/30/01,0.3379167,0.3294583,58228800
7/31/01,0.3299167,0.3370833,118776000
8/1/01,0.3437083,0.3576667,120494400
8/2/01,0.3622083,0.3661667,109792800
8/3/01,0.3625,0.3632917,82034400
8/6/01,0.3607083,0.3742917,129256800
8/7/01,0.3742083,0.36875,108861600
8/8/01,0.3655417,0.359375,112569600
8/9/01,0.3577083,0.3530833,164361600
