Date,Open,Close,Volume
1/22/99,0.04375,0.0410156,271468800
1/25/99,0.0442708,0.0453125,51048000
1/26/99,0.0458333,0.0417969,34320000
1/27/99,0.0419271,0.0416667,24436800
1/28/99,0.0416667,0.0415365,22752000
1/29/99,0.0415365,0.0395833,24403200
2/1/99,0.0395833,0.0403646,15470400
2/2/99,0.0395833,0.0372396,26409600
2/3/99,0.0367188,0.0380208,7512000
2/4/99,0.0385417,0.0401042,18192000
2/5/99,0.0407552,0.041276,13684800
2/8/99,0.0415365,0.0398438,15408000
2/9/99,0.040625,0.0382813,8697600
2/10/99,0.0382813,0.0378906,14822400
2/11/99,0.0380208,0.0411458,13224000
2/12/99,0.0416667,0.0434896,10972800
2/16/99,0.0442708,0.04375,21100800
2/17/99,0.0427083,0.0414063,6772800
2/18/99,0.0427083,0.0420573,7070400
2/19/99,0.0416667,0.0434896,7536000
2/22/99,0.0442708,0.04375,20524800
2/23/99,0.0447917,0.0458333,13809600
2/24/99,0.0526042,0.0494792,61276800
2/25/99,0.0515625,0.0479167,14913600
2/26/99,0.0484375,0.0457031,17260800
3/1/99,0.046875,0.0459635,9216000
3/2/99,0.0458333,0.0455729,5524800
3/3/99,0.0458333,0.0424479,6139200
3/4/99,0.0445313,0.0415365,5736000
3/5/99,0.0419271,0.0438802,7876800
3/8/99,0.0427083,0.0445313,7588800
3/9/99,0.044401,0.0459635,14318400
3/10/99,0.0466146,0.0451823,23534400
3/11/99,0.044401,0.0432292,5428800
3/12/99,0.0434896,0.0424479,9076800
3/15/99,0.0434896,0.0442708,10881600
3/16/99,0.0445313,0.0428385,7915200
3/17/99,0.0432292,0.043099,5136000
3/18/99,0.0432292,0.0436198,4632000
3/19/99,0.0434896,0.04375,10531200
3/22/99,0.0446615,0.0424479,3667200
3/23/99,0.0427083,0.0398438,16396800
3/24/99,0.0395833,0.0395833,6086400
3/25/99,0.0394531,0.0401042,4032000
3/26/99,0.040625,0.0436198,8827200
3/29/99,0.0449219,0.0449219,6595200
3/30/99,0.0450521,0.0411458,6950400
3/31/99,0.0424479,0.0440104,15360000
4/1/99,0.0440104,0.0427083,3043200
4/5/99,0.0421875,0.0414063,9864000
4/6/99,0.0417969,0.0403646,6969600
4/7/99,0.040625,0.04375,8928000
4/8/99,0.0440104,0.0445313,13012800
4/9/99,0.0447917,0.04375,4862400
4/12/99,0.0432292,0.0419271,3331200
4/13/99,0.0427083,0.0402344,3614400
4/14/99,0.0401042,0.0390625,4828800
4/15/99,0.0401042,0.0401042,3585600
4/16/99,0.0398438,0.0414063,3892800
4/19/99,0.0419271,0.0395833,3129600
4/20/99,0.0395833,0.0388021,6768000
4/21/99,0.0388021,0.0394531,3748800
4/22/99,0.0395833,0.0377604,22718400
4/23/99,0.0376302,0.0359375,12604800
4/26/99,0.0359375,0.0341146,12350400
4/27/99,0.0348958,0.0377604,22694400
4/28/99,0.0380208,0.0375,12009600
4/29/99,0.0376302,0.0375,4814400
4/30/99,0.0378906,0.0380208,9931200
5/3/99,0.0384115,0.0382813,3384000
5/4/99,0.0382813,0.0361979,9604800
5/5/99,0.0364583,0.0369792,14457600
5/6/99,0.0367188,0.036263,3561600
5/7/99,0.0351563,0.0364583,2500800
5/10/99,0.0361979,0.0364583,1968000
5/11/99,0.0380208,0.0384115,17174400
5/12/99,0.0388021,0.0395833,16848000
5/13/99,0.0395833,0.0395833,6993600
5/14/99,0.0395833,0.0375,2846400
5/17/99,0.0369792,0.0393229,3576000
5/18/99,0.0397135,0.0411458,15153600
5/19/99,0.0429688,0.0393229,45172800
5/20/99,0.0395833,0.0361979,17817600
5/21/99,0.0356771,0.0354167,30350400
5/24/99,0.0356771,0.0352865,16262400
5/25/99,0.0354167,0.0355469,13008000
5/26/99,0.0354167,0.0354167,10473600
5/27/99,0.0356771,0.0351563,8232000
5/28/99,0.0356771,0.0355469,8865600
6/1/99,0.0354167,0.0356771,9854400
6/2/99,0.0356771,0.034375,13012800
6/3/99,0.0352865,0.0352865,4156800
6/4/99,0.0355469,0.0355469,7891200
6/7/99,0.0357422,0.0359375,12513600
6/8/99,0.0360677,0.036849,15331200
6/9/99,0.0369792,0.0375,9518400
6/10/99,0.0375,0.0376302,3609600
6/11/99,0.0376302,0.036849,6100800
6/14/99,0.0369141,0.0354167,5164800
6/15/99,0.0354167,0.0354167,4929600
6/16/99,0.0359375,0.0364583,6441600
6/17/99,0.0361979,0.0354167,7492800
6/18/99,0.0356771,0.0341146,15873600
6/21/99,0.0351563,0.0359375,8347200
6/22/99,0.0359375,0.0352865,19305600
6/23/99,0.0348958,0.0359375,21091200
6/24/99,0.0361979,0.0351563,11520000
6/25/99,0.0348958,0.0356771,7353600
6/28/99,0.036849,0.0361979,10915200
6/29/99,0.0367188,0.0365885,9268800
6/30/99,0.0377604,0.0398438,26923200
7/1/99,0.0398438,0.0377604,8899200
7/2/99,0.0382813,0.0404948,22488000
7/6/99,0.0408854,0.040625,19809600
7/7/99,0.0408854,0.0398438,6312000
7/8/99,0.0401042,0.0407552,18604800
7/9/99,0.040625,0.0442057,21172800
7/12/99,0.046875,0.046224,40104000
7/13/99,0.0467448,0.0463542,13886400
7/14/99,0.0463542,0.0445313,13795200
7/15/99,0.0449219,0.0447917,13704000
7/16/99,0.0455729,0.0457031,10387200
7/19/99,0.0458333,0.0445313,4363200
7/20/99,0.0445313,0.04375,17875200
7/21/99,0.0432292,0.0424479,11208000
7/22/99,0.0421875,0.0404948,21326400
7/23/99,0.0403646,0.0404948,8025600
7/26/99,0.0415365,0.040625,6052800
7/27/99,0.040625,0.0407552,9859200
7/28/99,0.040625,0.0414063,24422400
7/29/99,0.040625,0.0417969,38880000
7/30/99,0.0417969,0.0419271,45230400
8/2/99,0.0419271,0.0423177,31334400
8/3/99,0.0423177,0.041276,25521600
8/4/99,0.0415365,0.041276,8995200
8/5/99,0.041276,0.0419271,24057600
8/6/99,0.0417969,0.0419271,18398400
8/9/99,0.0420573,0.0419271,3105600
8/10/99,0.0421875,0.0427083,21206400
8/11/99,0.0434896,0.0455729,19771200
8/12/99,0.0458333,0.0477865,23961600
8/13/99,0.0473958,0.0472656,8467200
8/16/99,0.0476563,0.0454427,22344000
8/17/99,0.0455729,0.0455729,19353600
8/18/99,0.0450521,0.0466146,27988800
8/19/99,0.0498698,0.0565104,196699200
8/20/99,0.0566406,0.0559896,35308800
8/23/99,0.0552083,0.0526042,50798400
8/24/99,0.0518229,0.0523438,39806400
8/25/99,0.052474,0.0520833,35035200
8/26/99,0.0520833,0.0513021,27537600
8/27/99,0.0523438,0.0541667,55238400
8/30/99,0.0550781,0.0539714,15864000
8/31/99,0.0541667,0.0585938,78686400
9/1/99,0.0585938,0.0558594,56534400
9/2/99,0.0540365,0.0552083,34108800
9/3/99,0.05625,0.055599,25886400
9/7/99,0.0565104,0.0553385,12441600
9/8/99,0.0554688,0.0552083,17006400
9/9/99,0.0557292,0.0544271,20947200
9/10/99,0.0553385,0.0552083,16742400
9/13/99,0.0554688,0.0533854,17443200
9/14/99,0.0533854,0.0518229,25036800
9/15/99,0.0511719,0.0522135,21273600
9/16/99,0.0515625,0.0509115,15811200
9/17/99,0.0505859,0.0507813,17164800
9/20/99,0.0498698,0.0489583,22910400
9/21/99,0.0479167,0.0442708,73732800
9/22/99,0.0442708,0.0453125,37598400
9/23/99,0.0454427,0.0415365,37958400
9/24/99,0.0416667,0.0377604,68491200
9/27/99,0.0402344,0.0401042,43200000
9/28/99,0.0401693,0.04375,41318400
9/29/99,0.0446615,0.0402344,59404800
9/30/99,0.0416667,0.0401042,34252800
10/1/99,0.0394531,0.0398438,34776000
10/4/99,0.0411458,0.040625,17760000
10/5/99,0.040625,0.0445313,47808000
10/6/99,0.0446615,0.0498698,150873600
10/7/99,0.0519531,0.0466146,48729600
10/8/99,0.0466146,0.0489583,39892800
10/11/99,0.049349,0.0476563,54446400
10/12/99,0.0479167,0.0470052,32299200
10/13/99,0.0464844,0.0457031,28036800
10/14/99,0.0458333,0.0447917,19233600
10/15/99,0.0425781,0.0445313,21072000
10/18/99,0.0446615,0.0421875,21518400
10/19/99,0.0434896,0.0404948,30892800
10/20/99,0.0411458,0.0419271,34872000
10/21/99,0.0417969,0.0438802,38212800
10/22/99,0.04375,0.0449219,28675200
10/25/99,0.0446615,0.0427083,21384000
10/26/99,0.0445313,0.046875,48124800
10/27/99,0.0471354,0.0447917,21412800
10/28/99,0.0450521,0.0427083,22276800
10/29/99,0.0432292,0.0460938,33052800
11/1/99,0.0453125,0.0489583,78254400
11/2/99,0.0498698,0.0520833,83750400
11/3/99,0.0541667,0.0571615,201168000
11/4/99,0.0578125,0.0608073,126033600
11/5/99,0.0625,0.0588542,61636800
11/8/99,0.0570313,0.0605469,47001600
11/9/99,0.0604167,0.0596354,27235200
11/10/99,0.0598307,0.0591146,14404800
11/11/99,0.0591146,0.0632813,56270400
11/12/99,0.0660156,0.0666667,50150400
11/15/99,0.0671224,0.0653646,36220800
11/16/99,0.0669271,0.0716146,72379200
11/17/99,0.0729167,0.074349,78638400
11/18/99,0.0759115,0.0746094,23596800
11/19/99,0.0835938,0.0893229,216518400
11/22/99,0.0916016,0.0891927,54019200
11/23/99,0.0800781,0.0828125,55324800
11/24/99,0.0824219,0.0802083,40684800
11/26/99,0.0794271,0.0796875,7176000
11/29/99,0.0794271,0.0768229,29860800
11/30/99,0.0770833,0.0721354,31468800
12/1/99,0.0721354,0.0757813,22353600
12/2/99,0.0760417,0.0813802,30988800
12/3/99,0.0821615,0.0794271,34276800
12/6/99,0.0796875,0.0816406,17860800
12/7/99,0.0822917,0.0789063,18638400
12/8/99,0.0786458,0.0824219,20169600
12/9/99,0.0822917,0.0799479,21494400
12/10/99,0.0813802,0.0790365,9830400
12/13/99,0.078125,0.078776,18384000
12/14/99,0.0789063,0.077474,27388800
12/15/99,0.0769531,0.075,20596800
12/16/99,0.0753906,0.0744792,13257600
12/17/99,0.0765625,0.0783854,26208000
12/20/99,0.0785156,0.0848958,40243200
12/21/99,0.0848958,0.0885417,38836800
12/22/99,0.0888021,0.090625,25118400
12/23/99,0.0907552,0.0966146,28022400
12/27/99,0.0986979,0.0929688,20241600
12/28/99,0.0929688,0.0927083,17918400
12/29/99,0.092513,0.0958333,13214400
12/30/99,0.0958333,0.0966146,13977600
12/31/99,0.0964193,0.0977865,12734400
1/3/00,0.0984375,0.097526,30091200
1/4/00,0.0958333,0.0949219,30048000
1/5/00,0.0921875,0.0917969,18835200
1/6/00,0.0917969,0.0858073,12048000
1/7/00,0.0854167,0.0872396,7118400
1/10/00,0.0875,0.0901042,23985600
1/11/00,0.0895833,0.0864583,14812800
1/12/00,0.0864583,0.0842448,12355200
1/13/00,0.0841146,0.0877604,13219200
1/14/00,0.0890625,0.0915365,60456000
1/18/00,0.0927083,0.0954427,26164800
1/19/00,0.0958333,0.0945313,16468800
1/20/00,0.0953125,0.0942708,17956800
1/21/00,0.0940104,0.0932292,54427200
1/24/00,0.096224,0.0890625,25694400
1/25/00,0.0894531,0.0882813,23712000
1/26/00,0.0882813,0.0846354,23246400
1/27/00,0.0852865,0.0802083,45820800
1/28/00,0.0791667,0.0778646,19444800
1/31/00,0.0782552,0.0772135,18240000
2/1/00,0.0773438,0.0790365,9297600
2/2/00,0.0794271,0.08125,14904000
2/3/00,0.0838542,0.0825521,10824000
2/4/00,0.0851563,0.0845052,12369600
2/7/00,0.0848958,0.0792969,21748800
2/8/00,0.08125,0.0830729,46881600
2/9/00,0.0861979,0.0851563,58905600
2/10/00,0.0903646,0.1026042,97008000
2/11/00,0.1076823,0.1041667,42379200
2/14/00,0.1044271,0.1208333,65011200
2/15/00,0.1210938,0.1161458,45048000
2/16/00,0.1174479,0.1214844,101956800
2/17/00,0.1213542,0.1257813,53577600
2/18/00,0.1239583,0.1403646,96086400
2/22/00,0.1359375,0.1364583,54249600
2/23/00,0.1348958,0.1372396,51139200
2/24/00,0.1380208,0.1359375,24432000
2/25/00,0.1360677,0.127474,27873600
2/28/00,0.1268229,0.1265625,51787200
2/29/00,0.1257813,0.1333333,30604800
3/1/00,0.1333333,0.1294271,38356800
3/2/00,0.1304688,0.1207031,19104000
3/3/00,0.1208333,0.1226563,27369600
3/6/00,0.1234375,0.121875,43209600
3/7/00,0.15625,0.1735677,195220800
3/8/00,0.1734701,0.175,66873600
3/9/00,0.1770833,0.2089518,95294400
3/10/00,0.2197917,0.2458333,216120000
3/13/00,0.2229167,0.3109375,241516800
3/14/00,0.3092448,0.2294271,156777600
3/15/00,0.2458659,0.2200521,99561600
3/16/00,0.2270833,0.1961914,75038400
3/17/00,0.1916667,0.2080729,55761600
3/20/00,0.216276,0.2079427,36528000
3/21/00,0.2083333,0.1976563,53664000
3/22/00,0.1992188,0.1990885,23059200
3/23/00,0.1972656,0.2026042,30940800
3/24/00,0.2013021,0.1941406,23160000
3/27/00,0.19375,0.1813802,38894400
3/28/00,0.1751302,0.1678385,39331200
3/29/00,0.1684896,0.1567708,46944000
3/30/00,0.1520833,0.1558594,36192000
3/31/00,0.1665039,0.1760091,96297600
4/3/00,0.1744141,0.1622396,32995200
4/4/00,0.1708333,0.15625,51379200
4/5/00,0.1578125,0.1910156,63960000
4/6/00,0.1998698,0.1998698,40459200
4/7/00,0.2098958,0.2136719,31857600
4/10/00,0.2173177,0.1947917,39528000
4/11/00,0.1812174,0.1832031,45758400
4/12/00,0.1834635,0.1641927,31344000
4/13/00,0.1654948,0.1571615,31329600
4/14/00,0.1471354,0.1433268,42192000
4/17/00,0.13125,0.150651,29409600
4/18/00,0.1658203,0.1773438,47750400
4/19/00,0.1829427,0.1688802,27835200
4/20/00,0.1734375,0.1679688,15393600
4/24/00,0.1583333,0.1596354,20596800
4/25/00,0.1667969,0.1770833,24969600
4/26/00,0.1894531,0.1752604,25411200
4/27/00,0.1635417,0.1895833,28099200
4/28/00,0.1925781,0.1856771,17904000
5/1/00,0.1927083,0.1916667,11942400
5/2/00,0.1916667,0.1842448,23400000
5/3/00,0.1830729,0.18125,32918400
5/4/00,0.1808594,0.1834635,24120000
5/5/00,0.1826823,0.1919271,17059200
5/8/00,0.1869792,0.1848958,18513600
5/9/00,0.1880208,0.1822917,17683200
5/10/00,0.1804688,0.1643229,27408000
5/11/00,0.1666667,0.1713542,24590400
5/12/00,0.1760417,0.1661458,18782400
5/15/00,0.1653646,0.1776042,28209600
5/16/00,0.1854167,0.1958333,36643200
5/17/00,0.20625,0.2302083,129062400
5/18/00,0.2315104,0.2145833,50990400
5/19/00,0.2083333,0.2127604,52118400
5/22/00,0.2104167,0.2265625,51715200
5/23/00,0.2208333,0.2247396,77856000
5/24/00,0.2244792,0.221875,73963200
5/25/00,0.2251302,0.21875,56918400
5/26/00,0.2198568,0.2198568,18345600
5/30/00,0.2257813,0.2289063,30364800
5/31/00,0.228125,0.2377604,46953600
6/1/00,0.2447917,0.244401,41899200
6/2/00,0.2494792,0.2740885,59217600
6/5/00,0.2736979,0.2799805,49190400
6/6/00,0.2809896,0.2660156,37588800
6/7/00,0.2640625,0.2541667,33235200
6/8/00,0.2606771,0.2561198,46070400
6/9/00,0.2609375,0.2634115,46728000
6/12/00,0.2645833,0.2563802,38001600
6/13/00,0.2492188,0.2644531,44784000
6/14/00,0.269401,0.2641927,27508800
6/15/00,0.2634115,0.2710938,33859200
6/16/00,0.2701172,0.3119792,98784000
6/19/00,0.3111979,0.3315104,105216000
6/20/00,0.3372396,0.3270833,61027200
6/21/00,0.3220052,0.3602865,61488000
6/22/00,0.358724,0.340625,61435200
6/23/00,0.3315104,0.3084635,60739200
6/26/00,0.3145833,0.3457031,61828800
6/27/00,0.3427083,0.296875,60460800
6/28/00,0.303125,0.2854167,58660800
6/29/00,0.2804688,0.2442708,118488000
6/30/00,0.2557292,0.2648438,120919200
7/3/00,0.2666667,0.2546875,23268000
7/5/00,0.2536458,0.2273438,77793600
7/6/00,0.2276042,0.2411458,60393600
7/7/00,0.25,0.2424479,34656000
7/10/00,0.2382813,0.2549479,35126400
7/11/00,0.2515625,0.2755208,75530400
7/12/00,0.2869792,0.2833333,38815200
7/13/00,0.2893229,0.3098958,45873600
7/14/00,0.3161458,0.3075521,28020000
7/17/00,0.3122396,0.3041667,10555200
7/18/00,0.2875,0.2981771,18367200
7/19/00,0.2875,0.2791667,18950400
7/20/00,0.2789063,0.2867188,14299200
7/21/00,0.2875,0.2903646,25192800
7/24/00,0.290625,0.265625,28111200
7/25/00,0.2697917,0.2557292,33530400
7/26/00,0.2557292,0.2367188,38006400
7/27/00,0.2291667,0.2197917,33156000
7/28/00,0.2208333,0.225,51266400
7/31/00,0.2375,0.25,37123200
8/1/00,0.25,0.2450521,35061600
8/2/00,0.2416667,0.25,34543200
8/3/00,0.225,0.2609375,36866400
8/4/00,0.2671875,0.265625,19478400
8/7/00,0.2674479,0.2864583,24693600
8/8/00,0.2802083,0.2802083,12811200
8/9/00,0.2838542,0.271875,13624800
8/10/00,0.265625,0.275,15643200
8/11/00,0.2755208,0.2684896,13192800
8/14/00,0.271875,0.2710938,10857600
8/15/00,0.2723958,0.2966797,44332800
8/16/00,0.3127604,0.3041667,26623200
8/17/00,0.3,0.3098958,12981600
8/18/00,0.3085938,0.3208333,20472000
8/21/00,0.3325521,0.3257813,46447200
8/22/00,0.3088542,0.2950521,65887200
8/23/00,0.2903646,0.3122396,35280000
8/24/00,0.3104167,0.3205729,33261600
8/25/00,0.3171875,0.3125,15304800
8/28/00,0.3140625,0.325,18926400
8/29/00,0.3263021,0.3242188,14937600
8/30/00,0.3205729,0.3270833,17808000
8/31/00,0.3320313,0.3307292,38889600
9/1/00,0.3375,0.33125,20414400
9/5/00,0.3390625,0.3317708,24614400
9/6/00,0.3330729,0.3088542,23013600
9/7/00,0.3135417,0.3255208,23976000
9/8/00,0.321875,0.30625,22264800
9/11/00,0.3023438,0.29375,28588800
9/12/00,0.2940104,0.2919271,12597600
9/13/00,0.2911458,0.2917969,23997600
9/14/00,0.2932292,0.2890625,21633600
9/15/00,0.2875,0.2953776,24259200
9/18/00,0.2960938,0.278125,16348800
9/19/00,0.2653646,0.2867188,30110400
9/20/00,0.2789063,0.2773438,22756800
9/21/00,0.2794271,0.2892578,34682400
9/22/00,0.2606771,0.2942708,38726400
9/25/00,0.3033854,0.3153646,46756800
9/26/00,0.31875,0.3229167,33734400
9/27/00,0.3203125,0.340625,67612800
9/28/00,0.3375,0.3510417,33381600
9/29/00,0.3411458,0.3411458,37387200
10/2/00,0.3458333,0.3330729,34058400
10/3/00,0.3348958,0.3151042,30026400
10/4/00,0.3067708,0.3114583,41956800
10/5/00,0.3138021,0.3041667,52504800
10/6/00,0.3049479,0.2851563,102717600
10/9/00,0.2778646,0.2914063,66525600
10/10/00,0.2791667,0.2692708,41594400
10/11/00,0.2528646,0.2716146,53577600
10/12/00,0.2776042,0.2609375,40161600
10/13/00,0.2627604,0.2713542,57897600
10/16/00,0.2713542,0.2651042,33921600
10/17/00,0.2640625,0.2458333,46324800
10/18/00,0.2299479,0.2419271,41695200
10/19/00,0.2575521,0.2653646,29488800
10/20/00,0.2591146,0.2901042,38736000
10/23/00,0.2924479,0.2835938,18211200
10/24/00,0.2822917,0.2744792,19396800
10/25/00,0.2669271,0.2505208,38551200
10/26/00,0.2520833,0.2611979,26577600
10/27/00,0.2614583,0.2552083,21096000
10/30/00,0.2510417,0.2372396,19212000
10/31/00,0.2466146,0.2589193,29925600
11/1/00,0.2526042,0.2588542,30453600
11/2/00,0.2679688,0.2786458,19288800
11/3/00,0.275,0.296875,26863200
11/6/00,0.3039063,0.3197917,63504000
11/7/00,0.3145833,0.2981771,25824000
11/8/00,0.3015625,0.2893229,18708000
11/9/00,0.271875,0.2591146,56452800
11/10/00,0.2679688,0.2450521,80524800
11/13/00,0.2328125,0.2460938,53004000
11/14/00,0.2625,0.2911458,47073600
11/15/00,0.2859375,0.2873047,42386400
11/16/00,0.2791667,0.2692708,23553600
11/17/00,0.2713542,0.2640625,17877600
11/20/00,0.2542969,0.24375,29875200
11/21/00,0.2541667,0.2390625,38251200
11/22/00,0.2291667,0.2265625,40975200
11/24/00,0.2291667,0.2395833,16507200
11/27/00,0.2567708,0.2315104,36386400
11/28/00,0.235026,0.2142578,38234400
11/29/00,0.2174479,0.2010417,63640800
11/30/00,0.1838542,0.16875,98162400
12/1/00,0.1791667,0.1854167,78408000
12/4/00,0.1865885,0.1882813,47426400
12/5/00,0.2015625,0.2005208,99722400
12/6/00,0.1966146,0.171875,95092800
12/7/00,0.1635417,0.16875,78518400
12/8/00,0.1861979,0.2072917,85339200
12/11/00,0.2005208,0.2072917,75763200
12/12/00,0.2020833,0.2015625,40951200
12/13/00,0.2007813,0.1859375,67507200
12/14/00,0.1846354,0.1731771,56901600
12/15/00,0.1622396,0.1559896,109442400
12/18/00,0.1625,0.1611328,65887200
12/19/00,0.1635417,0.1489583,94620000
12/20/00,0.1414063,0.1328125,110539200
12/21/00,0.1309896,0.1161458,84525600
12/22/00,0.1255208,0.1460938,94908000
12/26/00,0.1479167,0.1401042,34382400
12/27/00,0.1385417,0.1494792,33945600
12/28/00,0.1434896,0.1502604,41923200
12/29/00,0.15,0.1365234,49516800
1/2/01,0.1375,0.1247396,29080800
1/3/01,0.1208333,0.1630208,91036800
1/4/01,0.1601563,0.1817708,81544800
1/5/01,0.1802083,0.1545573,43276800
1/8/01,0.1502604,0.1692708,57376800
1/9/01,0.1716146,0.1726563,30290400
1/10/01,0.1638021,0.1846354,39292800
1/11/01,0.1802083,0.2,44764800
1/12/01,0.2033854,0.1958333,66900000
1/16/01,0.196875,0.1804688,41498400
1/17/01,0.1942708,0.1869792,59258400
1/18/01,0.1869792,0.2228516,94816800
1/19/01,0.2291667,0.2169271,101870400
1/22/01,0.2104167,0.2083333,37771200
1/23/01,0.2057292,0.2291016,43363200
1/24/01,0.2289063,0.228125,45172800
1/25/01,0.2203125,0.2052083,44001600
1/26/01,0.19375,0.2117188,25924800
1/29/01,0.2052083,0.2127604,35416800
1/30/01,0.2161458,0.2174479,24372000
1/31/01,0.2177083,0.2151042,35834400
2/1/01,0.2151042,0.2162109,37185600
2/2/01,0.2164063,0.1953125,32052000
2/5/01,0.1950521,0.1950521,36758400
2/6/01,0.1914063,0.1960938,25044000
2/7/01,0.1947917,0.1869792,72038400
2/8/01,0.1880208,0.1859375,38428800
2/9/01,0.184375,0.1846354,25960800
2/12/01,0.1825521,0.1796875,35433600
2/13/01,0.1830729,0.1851563,46773600
2/14/01,0.1828125,0.1986979,69088800
2/15/01,0.2260417,0.2351563,110851200
2/16/01,0.2231771,0.2479167,108117600
2/20/01,0.2416667,0.2231771,70130400
2/21/01,0.2148438,0.2333333,64651200
2/22/01,0.2320313,0.2432292,81530400
2/23/01,0.2419271,0.2264323,103466400
2/26/01,0.2197917,0.2213542,75182400
2/27/01,0.2158854,0.2080729,53383200
2/28/01,0.2065104,0.1861979,78405600
3/1/01,0.1838542,0.2009115,91528800
3/2/01,0.1864583,0.1815755,141350400
3/5/01,0.1744792,0.1833333,74229600
3/6/01,0.1927083,0.2010417,83440800
3/7/01,0.2054688,0.2171875,93828000
3/8/01,0.2109375,0.2244792,82934400
3/9/01,0.2127604,0.2085938,121677600
3/12/01,0.2015625,0.2010417,76214400
3/13/01,0.2036458,0.225,108235200
